LL notch,0,0.0138
LL notch,0,0.0366
UL notch,-0.4,0.3931
UL notch,13.11,13.0005
UR notch,383.377,384.2621
UR notch,13.11,13.0612
LR notch,383.777,383.8489
LR notch,0,0.0182
Lower V LL,10.3,10.3905
Lower V LL,-2.45,-2.9762
Lower V UL,10.3,10.0479
Lower V UL,5.55,5.6284
Lower V LR,373.9,373.9041
Lower V LR,-2.45,-2.6026
Lower V UR,373.9,373.9749
Lower V UR,5.55,5.6595
Upper V LL,10.3,10.3268
Upper V LL,7.55,7.3457
Upper V UL,10.3,10.3726
Upper V UL,15.55,15.6042
Upper V LR,373.9,373.9159
Upper V LR,7.55,7.4278
Upper V UR,373.9,373.9142
Upper V UR,15.5,15.5316
UR tap,386.927,387.4275
UR tap,13.11,13.0051
LR tap,386.927,387.331
LR tap,0,0.1505
LL tap,-3.55,-3.0573
LL tap,0,0.1093
UL tap,-3.55,-3.1453
UL tap,13.11,12.9725
Lower V LF,10.3,10.3582
Lower V LF,-0.45,-1.0915
Lower V UF,10.3,10.4051
Lower V UF,3.55,3.9126
Lower V LFR,373.9,374.0973
Lower V LFR,-0.45,-0.8719
Lower V UFR,373.9,373.953
Lower V UFR,3.55,3.8872
Upper V LFL,10.3,10.3087
Upper V LFL,9.55,9.1936
Upper V UFL,10.3,10.4521
Upper V UFL,13.55,13.8492
Upper V LFR,373.9,373.9332
Upper V LFR,9.55,9.1497
Upper V UFR,373.9,373.9131
Upper V UFR,13.55,13.7182
