LL notch,0,0.0135
LL notch,0,0.0358
UL notch,-0.4,0.3318
UL notch,13.11,13.108
UR notch,383.377,384.1949
UR notch,13.11,13.1285
LR notch,383.777,383.7786
LR notch,0,0.0223
Lower V LL,10.3,10.3686
Lower V LL,-2.45,-1.7808
Lower V UL,10.3,10.281
Lower V UL,5.55,5.5935
Lower V LR,373.9,373.6085
Lower V LR,-2.45,-2.1819
Lower V UR,373.9,373.5566
Lower V UR,5.55,5.7626
Upper V LL,10.3,10.3192
Upper V LL,7.55,8.4408
Upper V UL,10.3,10.3382
Upper V UL,15.55,15.887
Upper V LR,373.9,373.6268
Upper V LR,7.55,7.8296
Upper V UR,373.9,373.5758
Upper V UR,15.5,15.6692
UR tap,386.927,387.0846
UR tap,13.11,13.0064
LR tap,386.927,387.1331
LR tap,0,0.1512
LL tap,-3.55,-3.0386
LL tap,0,0.1099
UL tap,-3.55,-3.1595
UL tap,13.11,13.033
Lower V LF,10.3,10.3481
Lower V LF,-0.45,0.1777
Lower V UF,10.3,10.2176
Lower V UF,3.55,3.7033
Lower V LFR,373.9,373.5584
Lower V LFR,-0.45,-0.3728
Lower V UFR,373.9,373.5892
Lower V UFR,3.55,3.9531
Upper V LFL,10.3,10.3139
Upper V LFL,9.55,10.4609
Upper V UFL,10.3,10.393
Upper V UFL,13.55,14.1769
Upper V LFR,373.9,373.5682
Upper V LFR,9.55,9.7194
Upper V UFR,373.9,373.5323
Upper V UFR,13.55,13.8249
