LL notch,0,-0.0184
LL notch,0,-0.021
UL notch,-0.4,0.3579
UL notch,13.11,13.1138
UR notch,383.377,384.1874
UR notch,13.11,13.1285
LR notch,383.777,383.8688
LR notch,0,0.001
Lower V LL,10.3,10.539
Lower V LL,-2.45,-2.3283
Lower V UL,10.3,10.6101
Lower V UL,5.55,5.4754
Lower V LR,373.9,373.8505
Lower V LR,-2.45,-2.2983
Lower V UR,373.9,373.6328
Lower V UR,5.55,5.6455
Upper V LL,10.3,10.59
Upper V LL,7.55,7.6443
Upper V UL,10.3,10.5711
Upper V UL,15.55,15.5596
Upper V LR,373.9,373.6215
Upper V LR,7.55,7.5321
Upper V UR,373.9,373.592
Upper V UR,15.5,15.6537
UR tap,386.927,387.2138
UR tap,13.11,13.0886
LR tap,386.927,387.3585
LR tap,0,0.1019
LL tap,-3.55,-3.0745
LL tap,0,0.1094
UL tap,-3.55,-3.1864
UL tap,13.11,13.0531
Lower V LF,10.3,10.5903
Lower V LF,-0.45,-0.5846
Lower V UF,10.3,10.5805
Lower V UF,3.55,3.993
Lower V LFR,373.9,373.9103
Lower V LFR,-0.45,-0.6483
Lower V UFR,373.9,373.655
Lower V UFR,3.55,3.9959
Upper V LFL,10.3,10.5244
Upper V LFL,9.55,9.373
Upper V UFL,10.3,10.5766
Upper V UFL,13.55,13.9474
Upper V LFR,373.9,373.6332
Upper V LFR,9.55,9.1926
Upper V UFR,373.9,373.6555
Upper V UFR,13.55,13.9425
