LL notch,0,0.014
LL notch,0,0.035
UL notch,-0.4,0.3852
UL notch,13.11,13.0954
UR notch,383.377,384.2374
UR notch,13.11,13.0479
LR notch,383.777,384.0268
LR notch,0,0.0196
Lower V LL,10.3,10.5015
Lower V LL,-2.45,-2.4569
Lower V UL,10.3,10.4808
Lower V UL,5.55,5.5469
Lower V LR,373.9,373.8253
Lower V LR,-2.45,-2.3878
Lower V UR,373.9,373.6584
Lower V UR,5.55,5.6444
Upper V LL,10.3,10.4964
Upper V LL,7.55,7.575
Upper V UL,10.3,10.4518
Upper V UL,15.55,15.5337
Upper V LR,373.9,373.761
Upper V LR,7.55,7.6247
Upper V UR,373.9,373.6794
Upper V UR,15.5,15.4704
UR tap,386.927,387.3201
UR tap,13.11,12.9996
LR tap,386.927,387.4285
LR tap,0,0.0456
LL tap,-3.55,-3.0921
LL tap,0,0.0789
UL tap,-3.55,-3.1322
UL tap,13.11,13.0414
Lower V LF,10.3,10.4649
Lower V LF,-0.45,-0.3039
Lower V UF,10.3,10.4771
Lower V UF,3.55,3.6457
Lower V LFR,373.9,373.8322
Lower V LFR,-0.45,-0.3285
Lower V UFR,373.9,373.6651
Lower V UFR,3.55,3.4731
Upper V LFL,10.3,10.4906
Upper V LFL,9.55,9.4935
Upper V UFL,10.3,10.3886
Upper V UFL,13.55,13.6145
Upper V LFR,373.9,373.8135
Upper V LFR,9.55,9.6749
Upper V UFR,373.9,373.6319
Upper V UFR,13.55,13.4627
