LL notch,0,0.0136
LL notch,0,0.0361
UL notch,-0.4,0.3921
UL notch,13.11,13.113
UR notch,383.377,384.1995
UR notch,13.11,13.0846
LR notch,383.777,383.8739
LR notch,0,0.022
Lower V LL,10.3,10.5353
Lower V LL,-2.45,-2.4796
Lower V UL,10.3,10.5797
Lower V UL,5.55,5.4889
Lower V LR,373.9,373.8169
Lower V LR,-2.45,-2.3804
Lower V UR,373.9,373.7965
Lower V UR,5.55,5.8705
Upper V LL,10.3,10.5398
Upper V LL,7.55,7.4799
Upper V UL,10.3,10.5229
Upper V UL,15.55,15.4361
Upper V LR,373.9,373.7758
Upper V LR,7.55,7.65
Upper V UR,373.9,373.7018
Upper V UR,15.5,15.6024
UR tap,386.927,387.3256
UR tap,13.11,12.952
LR tap,386.927,387.3419
LR tap,0,0.1049
LL tap,-3.55,-3.0366
LL tap,0,0.0932
UL tap,-3.55,-3.1195
UL tap,13.11,13.0545
Lower V LF,10.3,10.5617
Lower V LF,-0.45,-2.4727
Lower V UF,10.3,10.5822
Lower V UF,3.55,5.4887
Lower V LFR,373.9,373.8452
Lower V LFR,-0.45,-2.3593
Lower V UFR,373.9,373.8281
Lower V UFR,3.55,5.8656
Upper V LFL,10.3,10.5722
Upper V LFL,9.55,7.4881
Upper V UFL,10.3,10.5542
Upper V UFL,13.55,15.3989
Upper V LFR,373.9,0
Upper V LFR,9.55,0
Upper V UFR,373.9,0
Upper V UFR,13.55,0
