L4 endpiece,380.242,379.572
L4 endpiece,0,0.002
L1 endpiece,380.33,379.69
L1 endpiece,64.989,64.76
L1 endpiece DS,0.251,0.101
L1 endpiece DS,64.938,64.775
L4 endpiece DS,-0.02,-0.02
L4 endpiece DS,-0.006,-0.007
L4 DS B,13.199,13.053
L4 DS B,-0.766,-0.55
L4 DS T,13.09,12.953
L4 DS T,12.424,12.581
L3 DS B,13.598,13.12
L3 DS B,17.766,17.905
L3 DS T,13.554,13.064
L3 DS T,31.689,31.803
L2 DS B,13.542,13.084
L2 DS B,37.284,37.127
L2 DS T,13.488,13.121
L2 DS T,51.228,50.917
L1 DS B,13.447,13.055
L1 DS B,56.352,55.84
L1 DS T,13.494,13.032
L1 DS T,69.515,68.972
L1 US T,367.019,366.915
L1 US T,69.355,69.12
L1 US B,367.079,366.822
L1 US B,56.113,55.746
L2 US T,367.063,367.064
L2 US T,50.931,50.774
L2 US B,367.084,367.084
L2 US B,36.931,36.632
L3 US T,367.162,366.929
L3 US T,31.847,32.017
L3 US B,367.172,366.854
L3 US B,17.769,17.987
L4 US T,366.673,366.969
L4 US T,12.521,12.664
L1 US B,366.585,366.889
L1 US B,-0.819,-0.622
