L4 endpiece,380.242,379.803
L4 endpiece,0,0.001
L1 endpiece,380.33,379.923
L1 endpiece,64.989,64.722
L1 endpiece DS,0.251,-0.057
L1 endpiece DS,64.938,64.744
L4 endpiece DS,-0.02,-0.02
L4 endpiece DS,-0.006,-0.006
L4 DS B,13.199,13.151
L4 DS B,-0.766,-0.265
L4 DS T,13.09,13.092
L4 DS T,12.424,12.943
L3 DS B,13.598,12.999
L3 DS B,17.766,18.096
L3 DS T,13.554,13
L3 DS T,31.689,31.911
L2 DS B,13.542,12.936
L2 DS B,37.284,37.058
L2 DS T,13.488,12.871
L2 DS T,51.228,50.915
L1 DS B,13.447,12.819
L1 DS B,56.352,55.655
L1 DS T,13.494,12.907
L1 DS T,69.515,68.887
L1 US T,367.019,366.478
L1 US T,69.355,68.972
L1 US B,367.079,366.539
L1 US B,56.113,55.647
L2 US T,367.063,366.628
L2 US T,50.931,50.889
L2 US B,367.084,366.575
L2 US B,36.931,36.872
L3 US T,367.162,366.661
L3 US T,31.847,32.036
L3 US B,367.172,366.621
L3 US B,17.769,17.978
L4 US T,366.673,366.78
L4 US T,12.521,12.833
L1 US B,366.585,366.794
L1 US B,-0.819,-0.521
