L4 endpiece,380.242,380.19
L4 endpiece,0,-0.012
L1 endpiece,380.33,380.298
L1 endpiece,64.989,64.832
L1 endpiece DS,0.251,-0.054
L1 endpiece DS,64.938,64.689
L4 endpiece DS,-0.02,-0.02
L4 endpiece DS,-0.006,-0.008
L4 DS B,13.199,13.292
L4 DS B,-0.766,-0.42
L4 DS T,13.09,13.31
L4 DS T,12.424,12.586
L3 DS B,13.598,13.528
L3 DS B,17.766,17.779
L3 DS T,13.554,13.5
L3 DS T,31.689,31.685
L2 DS B,13.542,13.293
L2 DS B,37.284,36.725
L2 DS T,13.488,13.303
L2 DS T,51.228,50.658
L1 DS B,13.447,13.322
L1 DS B,56.352,55.633
L1 DS T,13.494,13.34
L1 DS T,69.515,68.79
L1 US T,367.019,366.858
L1 US T,69.355,68.917
L1 US B,367.079,367.078
L1 US B,56.113,55.528
L2 US T,367.063,367.198
L2 US T,50.931,50.783
L2 US B,367.084,367.201
L2 US B,36.931,36.727
L3 US T,367.162,367.048
L3 US T,31.847,31.954
L3 US B,367.172,367.051
L3 US B,17.769,18.03
L4 US T,366.673,366.945
L4 US T,12.521,12.518
L1 US B,366.585,367.032
L1 US B,-0.819,-0.827
