L4 endpiece,380.242,380.294
L4 endpiece,0,0.001
L1 endpiece,380.33,380.493
L1 endpiece,64.989,64.717
L1 endpiece DS,0.251,-0.103
L1 endpiece DS,64.938,64.809
L4 endpiece DS,-0.02,-0.02
L4 endpiece DS,-0.006,-0.006
L4 DS B,13.199,13.773
L4 DS B,-0.766,-0.422
L4 DS T,13.09,13.725
L4 DS T,12.424,12.889
L3 DS B,13.598,13.765
L3 DS B,17.766,18.017
L3 DS T,13.554,13.709
L3 DS T,31.689,31.902
L2 DS B,13.542,13.847
L2 DS B,37.284,36.94
L2 DS T,13.488,13.786
L2 DS T,51.228,50.858
L1 DS B,13.447,13.621
L1 DS B,56.352,55.999
L1 DS T,13.494,13.494
L1 DS T,69.515,69.129
L1 US T,367.019,367.407
L1 US T,69.355,68.967
L1 US B,367.079,367.391
L1 US B,56.113,55.634
L2 US T,367.063,367.484
L2 US T,50.931,50.929
L2 US B,367.084,367.463
L2 US B,36.931,36.929
L3 US T,367.162,367.589
L3 US T,31.847,31.751
L3 US B,367.172,367.617
L3 US B,17.769,17.766
L4 US T,366.673,367.454
L4 US T,12.521,12.74
L1 US B,366.585,367.328
L1 US B,-0.819,-0.518
