-0.017757596,0.004381418
-0.026761234,0.012332447
-0.035764872,0.020283477
-0.04476851,0.028234506
-0.053772149,0.036185535
-0.062775787,0.044136565
-0.071779425,0.052087594
-0.080783063,0.060038623
-0.089786702,0.067989652
-0.09879034,0.075940682
-0.107793978,0.083891711
-0.116797616,0.393175805
-0.125801255,2.619389762
-0.134804893,4.681600892
-0.143808531,6.55583987
-0.152812169,9.227803081
-0.107372953,11.87265833
-0.042545257,13.97520426
0.02228244,15.4386689
0.087110136,17.75484955
0.151937833,20.10361515
0.21676553,22.46852532
0.281593226,24.81033298
0.346420923,27.16589109
0.41124862,29.51618524
0.476076316,31.83148342
0.540904013,34.1467816
0.605731709,36.46207978
0.670559406,38.77737796
0.735387103,41.56422765
0.800214799,44.67491392
0.865042496,47.03416297
0.929870193,49.27773622
0.994697889,51.52130948
1.059525586,53.76488274
1.124353282,56.02475721
1.188136144,58.29446512
1.247804697,60.56417303
1.30747325,62.8210607
1.367141803,65.18551822
1.426810357,67.72027276
1.48647891,70.2550273
1.546147463,72.30922501
1.605816016,74.25138042
1.665484569,76.4944028
1.725153122,78.80111754
1.784821675,81.10783229
1.844490229,83.41454703
1.904158782,85.72126178
1.963827335,88.02797652
2.023495888,90.33469126
2.083164441,92.64140601
2.142832994,94.62079933
2.202501547,96.59523641
2.262170101,98.79377131
2.321838654,101.1373107
2.383611954,103.4808501
2.447876194,105.8243894
2.512140434,108.1679288
2.576404674,110.5114682
2.640668914,112.8550076
2.704933154,115.198547
2.769197394,117.5420863
2.833461634,119.8856257
2.897725873,122.2291651
2.961990113,124.5727045
3.026254353,127.0565374
3.090518593,129.9547259
3.154782833,132.4135018
3.219047073,134.7135765
3.283311313,137.0136512
3.347575553,139.3137259
3.411839793,141.9431767
3.476104033,143.9372231
3.540368273,145.4460034
3.604632513,147.634151
3.668896753,149.8222986
3.733160992,152.0104463
3.797425232,154.9396127
3.861689472,157.3828525
3.925953712,159.0977077
3.990217952,160.8064037
4.054482192,162.5128075
4.118746432,164.5280027
4.187639699,166.5654384
4.257717703,169.1689433
4.327795708,172.6966775
4.397873712,175.0842747
4.467951716,177.4631637
4.538029721,179.8420527
4.608107725,182.318549
4.67818573,186.8726897
4.748263734,189.1938947
4.818341739,191.4453482
4.888419743,193.6968017
4.958497748,195.9482553
5.028575752,198.3683181
