0.025942655,0.007500898
0.039092786,0.015315742
0.052242916,0.023130585
0.065393046,0.030945429
0.078543177,0.038760273
0.091693307,0.046575117
0.104843437,0.054389961
0.117993568,0.062204805
0.131143698,0.070019648
0.144293828,0.077834492
0.157443959,0.085649336
0.170594089,0.182624885
0.183744219,2.21619326
0.19689435,4.165226941
0.21004448,5.996626864
0.22319461,9.210949474
0.260574713,11.65299075
0.326418519,14.06493968
0.392262326,16.52672945
0.458106132,18.42163577
0.523949938,20.09343286
0.589793745,22.55593051
0.655637551,24.82715773
0.725296534,27.21837993
0.795767743,30.14188803
0.866238952,33.16779683
0.936710161,35.47988839
1.00718137,37.79197995
1.077652579,40.13835171
1.148123788,42.54429329
1.218594997,44.95023486
1.289066206,47.35617644
1.343302273,49.76211802
1.559379726,52.1680596
1.620858023,54.57400117
1.68233632,56.97994275
1.743814617,59.38588433
1.805292913,61.7918259
1.86677121,63.96618622
1.928249507,66.13162814
1.989727804,68.24507608
2.051206101,70.34973313
2.112684397,72.45439019
2.174162694,75.10218077
2.235640991,77.47951107
2.297119288,79.76631737
2.358597585,82.09201011
2.420075882,84.55366577
2.481554178,87.21631029
2.543032475,90.59588575
2.606480006,92.80323363
2.670243971,95.01058151
2.734007936,97.32879232
2.797771901,99.74544734
2.861535866,102.1621024
2.925299831,104.5787574
2.989063795,106.325058
3.05282776,108.1469491
3.116591725,110.6661936
3.18035569,113.1854381
3.244119655,115.7046826
3.30788362,118.223927
3.371647584,120.7826683
3.435411549,122.6865499
3.499175514,124.9143833
3.562939479,127.3993669
3.626703444,129.8843505
3.690467408,132.369334
3.754231373,134.554633
3.817995338,136.2135695
3.881759303,138.1365039
3.945523268,140.6671726
4.009287233,143.2970313
4.073051197,146.6507229
4.136815162,148.8190044
4.200579127,150.8802475
4.264343092,153.0414403
4.328107057,155.2374489
4.391871022,157.6667969
4.455634986,160.2050929
4.519398951,162.6567587
4.583162916,164.9561147
4.646926881,167.3090659
4.710690846,169.6620171
4.774454811,172.0149683
4.838218775,174.9228229
4.90198274,178.2799899
4.965746705,180.6783067
5.02951067,183.0766235
5.093274635,185.4749403
5.157038599,187.8732571
5.22400727,190.2715739
5.292327661,192.6217467
5.360648053,194.9263247
5.428968444,197.2309027
5.497288836,199.4743608
5.565609227,200.279184
