Lower right hole,+363.204,+363.205
Lower right hole,-0.037,-0.046
Upper right hole,+363.628,+363.628
Upper right hole,+13.079,+13.080
Upper left hole,+0.325,+0.325
Upper left hole,+13.147,+13.149
Lower left hole,-0.043,-0.044
Lower left hole,+0.097,+0.097
lower left vfold bottom,+9.732,+9.732
lower left vfold bottom,-1.905,-1.905
lower left vfold fold bottom,+9.698,+9.698
lower left vfold fold bottom,-0.096,-0.095
Lower left vfold fold top,+9.781,+9.781
Lower left vfold fold top,+4.347,+4.347
Lower left vfold top,+9.824,+9.824
Lower left vfold top,+5.942,+5.945
Upper left vfold bottom,+9.883,+9.883
Upper left vfold bottom,+8.121,+8.122
Upper left vfold fold bottom,+9.796,+9.795
Upper left vfold fold bottom,+9.937,+9.937
Upper left vfold fold top,+9.756,+9.756
Upper left vfold fold top,+14.073,+14.074
Upper left vfold top,+9.803,+9.804
Upper left vfold top,+15.893,+15.894
Upper right vfold top,+353.136,+353.135
Upper right vfold top,+15.312,+15.312
Upper right vfold fold top,+353.088,+353.088
Upper right vfold fold top,+13.494,+13.491
Upper right vfold fold bottom,+353.018,+353.019
Upper right vfold fold bottom,+9.563,+9.563
Upper right vfold bottom,+353.075,+353.075
Upper right vfold bottom,+7.798,+7.798
Lower right vfold top,+353.114,+353.114
Lower right vfold top,+5.688,+5.688
Lower right vfold fold top,+352.970,+352.969
Lower right vfold fold top,+3.865,+3.864
Lower right vfold fold bottom,+353.029,+353.029
Lower right vfold fold bottom,-0.476,-0.477
Lower right vfold bottom,+353.006,+353.006
Lower right vfold bottom,-2.236,-2.237
upper right interposer,+366.615,+366.615
upper right interposer,+12.852,+12.853
lower right interposer,+366.541,+366.541
lower right interposer,+0.093,+0.096
upper left interposer,-2.921,-2.921
upper left interposer,+12.951,+12.951
lower left interposer,-2.888,-2.888
lower left interposer,+0.203,+0.202

