Lower right hole,+363.204,+363.175
Lower right hole,-0.037,-0.001
Upper right hole,+363.628,+363.568
Upper right hole,+13.079,+13.159
Upper left hole,+0.325,+0.369
Upper left hole,+13.147,+13.146
Lower left hole,-0.043,-0.034
Lower left hole,+0.097,-0.025
lower left vfold bottom,+9.732,+10.750
lower left vfold bottom,-1.905,-1.854
lower left vfold fold bottom,+9.698,+10.726
lower left vfold fold bottom,-0.096,+0.165
Lower left vfold fold top,+9.781,+10.741
Lower left vfold fold top,+4.347,+4.116
Lower left vfold top,+9.824,+10.702
Lower left vfold top,+5.942,+5.933
Upper left vfold bottom,+9.883,+10.866
Upper left vfold bottom,+8.121,+8.348
Upper left vfold fold bottom,+9.796,+10.771
Upper left vfold fold bottom,+9.937,+10.131
Upper left vfold fold top,+9.756,+10.713
Upper left vfold fold top,+14.073,+13.924
Upper left vfold top,+9.803,+10.690
Upper left vfold top,+15.893,+15.716
Upper right vfold top,+353.136,+353.963
Upper right vfold top,+15.312,+15.897
Upper right vfold fold top,+353.088,+353.908
Upper right vfold fold top,+13.494,+13.978
Upper right vfold fold bottom,+353.018,+354.067
Upper right vfold fold bottom,+9.563,+9.444
Upper right vfold bottom,+353.075,+354.054
Upper right vfold bottom,+7.798,+7.736
Lower right vfold top,+353.114,+353.958
Lower right vfold top,+5.688,+5.656
Lower right vfold fold top,+352.970,+353.913
Lower right vfold fold top,+3.865,+3.888
Lower right vfold fold bottom,+353.029,+354.023
Lower right vfold fold bottom,-0.476,-0.648
Lower right vfold bottom,+353.006,+354.198
Lower right vfold bottom,-2.236,-2.377
upper right interposer,+366.615,+366.617
upper right interposer,+12.852,+12.953
lower right interposer,+366.541,+366.575
lower right interposer,+0.093,+0.091
upper left interposer,-2.921,-3.090
upper left interposer,+12.951,+13.127
lower left interposer,-2.888,-3.084
lower left interposer,+0.203,+0.208

