Lower right hole,+363.204,+363.207
Lower right hole,-0.037,-0.001
Upper right hole,+363.628,+363.676
Upper right hole,+13.079,+13.193
Upper left hole,+0.325,+0.451
Upper left hole,+13.147,+13.146
Lower left hole,-0.043,-0.010
Lower left hole,+0.097,+0.047
lower left vfold bottom,+9.732,+10.253
lower left vfold bottom,-1.905,-1.707
lower left vfold fold bottom,+9.698,+10.287
lower left vfold fold bottom,-0.096,+0.141
Lower left vfold fold top,+9.781,+10.263
Lower left vfold fold top,+4.347,+4.184
Lower left vfold top,+9.824,+10.290
Lower left vfold top,+5.942,+5.941
Upper left vfold bottom,+9.883,+10.227
Upper left vfold bottom,+8.121,+8.251
Upper left vfold fold bottom,+9.796,+10.311
Upper left vfold fold bottom,+9.937,+10.145
Upper left vfold fold top,+9.756,+10.231
Upper left vfold fold top,+14.073,+13.946
Upper left vfold top,+9.803,+10.247
Upper left vfold top,+15.893,+15.755
Upper right vfold top,+353.136,+353.500
Upper right vfold top,+15.312,+15.899
Upper right vfold fold top,+353.088,+353.463
Upper right vfold fold top,+13.494,+14.082
Upper right vfold fold bottom,+353.018,+353.539
Upper right vfold fold bottom,+9.563,+9.559
Upper right vfold bottom,+353.075,+353.566
Upper right vfold bottom,+7.798,+7.793
Lower right vfold top,+353.114,+353.539
Lower right vfold top,+5.688,+5.587
Lower right vfold fold top,+352.970,+353.479
Lower right vfold fold top,+3.865,+3.756
Lower right vfold fold bottom,+353.029,+353.431
Lower right vfold fold bottom,-0.476,-0.377
Lower right vfold bottom,+353.006,+353.612
Lower right vfold bottom,-2.236,-2.168
upper right interposer,+366.615,+366.691
upper right interposer,+12.852,+12.994
lower right interposer,+366.541,+366.676
lower right interposer,+0.093,+0.090
upper left interposer,-2.921,-3.028
upper left interposer,+12.951,+13.094
lower left interposer,-2.888,-2.948
lower left interposer,+0.203,+0.204

