Lower right hole,+363.204,+363.239
Lower right hole,-0.037,-0.001
Upper right hole,+363.628,+363.628
Upper right hole,+13.079,+13.079
Upper left hole,+0.325,+0.389
Upper left hole,+13.147,+13.146
Lower left hole,-0.043,+0.009
Lower left hole,+0.097,+0.005
lower left vfold bottom,+9.732,+10.238
lower left vfold bottom,-1.905,-1.867
lower left vfold fold bottom,+9.698,+10.276
lower left vfold fold bottom,-0.096,+0.077
Lower left vfold fold top,+9.781,+10.324
Lower left vfold fold top,+4.347,+4.222
Lower left vfold top,+9.824,+10.330
Lower left vfold top,+5.942,+5.944
Upper left vfold bottom,+9.883,+10.370
Upper left vfold bottom,+8.121,+8.262
Upper left vfold fold bottom,+9.796,+10.373
Upper left vfold fold bottom,+9.937,+10.008
Upper left vfold fold top,+9.756,+10.349
Upper left vfold fold top,+14.073,+14.114
Upper left vfold top,+9.803,+10.237
Upper left vfold top,+15.893,+15.747
Upper right vfold top,+353.136,+353.607
Upper right vfold top,+15.312,+15.925
Upper right vfold fold top,+353.088,+353.557
Upper right vfold fold top,+13.494,+14.078
Upper right vfold fold bottom,+353.018,+353.538
Upper right vfold fold bottom,+9.563,+9.671
Upper right vfold bottom,+353.075,+353.691
Upper right vfold bottom,+7.798,+7.796
Lower right vfold top,+353.114,+353.575
Lower right vfold top,+5.688,+5.610
Lower right vfold fold top,+352.970,+353.560
Lower right vfold fold top,+3.865,+3.742
Lower right vfold fold bottom,+353.029,+353.671
Lower right vfold fold bottom,-0.476,-0.536
Lower right vfold bottom,+353.006,+353.814
Lower right vfold bottom,-2.236,-2.378
upper right interposer,+366.615,+366.617
upper right interposer,+12.852,+13.063
lower right interposer,+366.541,+366.738
lower right interposer,+0.093,+0.098
upper left interposer,-2.921,-3.062
upper left interposer,+12.951,+13.026
lower left interposer,-2.888,-3.011
lower left interposer,+0.203,+0.144

