Lower right hole,+363.204,+363.148
Lower right hole,-0.037,+0.001
Upper right hole,+363.628,+363.541
Upper right hole,+13.079,+13.224
Upper left hole,+0.325,+0.497
Upper left hole,+13.147,+15.392
Lower left hole,-0.043,-0.083
Lower left hole,+0.097,+2.118
lower left vfold bottom,+9.732,+10.204
lower left vfold bottom,-1.905,+0.195
lower left vfold fold bottom,+9.698,+10.218
lower left vfold fold bottom,-0.096,+2.009
Lower left vfold fold top,+9.781,+10.313
Lower left vfold fold top,+4.347,+6.008
Lower left vfold top,+9.824,+10.290
Lower left vfold top,+5.942,+7.825
Upper left vfold bottom,+9.883,+10.335
Upper left vfold bottom,+8.121,+10.089
Upper left vfold fold bottom,+9.796,+10.362
Upper left vfold fold bottom,+9.937,+12.020
Upper left vfold fold top,+9.756,+10.367
Upper left vfold fold top,+14.073,+15.802
Upper left vfold top,+9.803,+10.368
Upper left vfold top,+15.893,+17.600
Upper right vfold top,+353.136,+353.530
Upper right vfold top,+15.312,+13.639
Upper right vfold fold top,+353.088,+353.553
Upper right vfold fold top,+13.494,+11.910
Upper right vfold fold bottom,+353.018,+353.526
Upper right vfold fold bottom,+9.563,+7.544
Upper right vfold bottom,+353.075,+353.730
Upper right vfold bottom,+7.798,+5.757
Lower right vfold top,+353.114,+353.366
Lower right vfold top,+5.688,+3.603
Lower right vfold fold top,+352.970,+353.445
Lower right vfold fold top,+3.865,+1.763
Lower right vfold fold bottom,+353.029,+353.452
Lower right vfold fold bottom,-0.476,-2.583
Lower right vfold bottom,+353.006,+353.510
Lower right vfold bottom,-2.236,-4.325
upper right interposer,+366.615,+366.654
upper right interposer,+12.852,+10.925
lower right interposer,+366.541,+366.591
lower right interposer,+0.093,-1.950
upper left interposer,-2.921,-2.979
upper left interposer,+12.951,+15.657
lower left interposer,-2.888,-3.153
lower left interposer,+0.203,+2.615

